#   KDSpillTree
#   leaf        alpha       error rate
    0.02		0		    0.0508
    0.02		0.05		0.046
    0.02		0.1		    0.0422
    0.05		0		    0.0456
    0.05		0.05		0.0441
    0.05		0.1		    0.0379
