#   KDVirtualSpillTree
#   leaf        alpha       error rate
    0.02		0		    0.0508
    0.02		0.05		0.0336
    0.02		0.1		    0.0325
    0.05		0		    0.0456
    0.05		0.05		0.0326
    0.05		0.1		    0.0322
