         1  0.046900
         2  0.063000
         3  0.072500
         4  0.080800
         5  0.086900
         6  0.093000
         7  0.099600
         8  0.104200
         9  0.110300
        10  0.113800
        11  0.121900
        12  0.123000
        13  0.131800
        14  0.134700
        15  0.133500
        16  0.137400
        17  0.137900
        18  0.140900
        19  0.149600
        20  0.148300
        21  0.149400
        22  0.157900
        23  0.156400
        24  0.159500
        25  0.169200
        26  0.164000
        27  0.168000
        28  0.169500
        29  0.169000
        30  0.169400
        31  0.178900
        32  0.179800
        33  0.177800
        34  0.180600
        35  0.187100
        36  0.184600
        37  0.190200
        38  0.193600
        39  0.191300
        40  0.191400
        41  0.194300
        42  0.195800
        43  0.197600
        44  0.199700
        45  0.197300
        46  0.202400
        47  0.205600
        48  0.210500
        49  0.207600
        50  0.210600
        51  0.209600
        52  0.208900
        53  0.214000
        54  0.214100
        55  0.215400
        56  0.224800
        57  0.220800
        58  0.222700
        59  0.221300
        60  0.228300
        61  0.226900
        62  0.227000
        63  0.227600
        64  0.228400
        65  0.224800
        66  0.229700
        67  0.236400
        68  0.233900
        69  0.236200
        70  0.233500
        71  0.240600
        72  0.235600
        73  0.241400
        74  0.242000
        75  0.243700
        76  0.250000
        77  0.240500
        78  0.243300
        79  0.244400
        80  0.248000
        81  0.248400
        82  0.246800
        83  0.253000
        84  0.253200
        85  0.250200
        86  0.250600
        87  0.255000
        88  0.254300
        89  0.257600
        90  0.256400
        91  0.256400
        92  0.256000
        93  0.263300
        94  0.262100
        95  0.256300
        96  0.262400
        97  0.268900
        98  0.268600
        99  0.264200
       100  0.270900
