         1  0.046800
         2  0.064200
         3  0.074600
         4  0.083300
         5  0.087400
         6  0.098100
         7  0.101900
         8  0.109000
         9  0.114900
        10  0.116800
        11  0.123800
        12  0.130100
        13  0.133700
        14  0.134300
        15  0.140500
        16  0.134700
        17  0.142800
        18  0.143900
        19  0.152700
        20  0.156300
        21  0.156200
        22  0.159900
        23  0.161800
        24  0.161700
        25  0.170200
        26  0.170400
        27  0.171600
        28  0.176500
        29  0.170900
        30  0.185400
        31  0.185600
        32  0.181700
        33  0.182400
        34  0.187300
        35  0.194000
        36  0.193300
        37  0.197600
        38  0.198100
        39  0.191600
        40  0.195200
        41  0.199300
        42  0.200300
        43  0.203100
        44  0.204600
        45  0.207900
        46  0.211800
        47  0.210400
        48  0.208600
        49  0.209700
        50  0.213200
        51  0.217400
        52  0.220500
        53  0.219100
        54  0.225200
        55  0.225300
        56  0.221400
        57  0.222500
        58  0.229200
        59  0.227400
        60  0.227900
        61  0.229600
        62  0.231900
        63  0.234100
        64  0.231500
        65  0.239600
        66  0.235800
        67  0.239900
        68  0.236200
        69  0.245000
        70  0.240700
        71  0.249100
        72  0.240900
        73  0.244400
        74  0.245300
        75  0.254300
        76  0.245300
        77  0.250500
        78  0.248600
        79  0.258800
        80  0.258200
        81  0.258400
        82  0.259300
        83  0.255700
        84  0.251100
        85  0.258100
        86  0.257200
        87  0.259700
        88  0.265400
        89  0.261600
        90  0.263500
        91  0.264800
        92  0.266000
        93  0.268000
        94  0.269600
        95  0.267900
        96  0.273500
        97  0.275100
        98  0.270700
        99  0.272000
       100  0.275600
