1  0.0446
2  0.0614
3  0.0692
4  0.0763
5  0.0828
6  0.0896
7  0.0933
8  0.1023
9  0.1082
10  0.105
11  0.1113
12  0.1207
13  0.1233
14  0.1175
15  0.1297
16  0.1253
17  0.1333
18  0.1349
19  0.1401
20  0.1436
21  0.1443
22  0.1492
23  0.1463
24  0.1479
25  0.1582
26  0.1588
27  0.1558
28  0.1623
29  0.1643
30  0.1674
31  0.1658
32  0.1702
33  0.1688
34  0.1729
35  0.1781
36  0.1817
37  0.1805
38  0.18
39  0.182
40  0.1843
41  0.1816
42  0.1881
43  0.1897
44  0.1927
45  0.1901
46  0.1973
47  0.1917
48  0.1959
49  0.1963
50  0.1996
51  0.2
52  0.2061
53  0.208
54  0.2107
55  0.2057
56  0.211
57  0.2088
58  0.2153
59  0.2151
60  0.2156
61  0.2157
62  0.2218
63  0.2153
64  0.2201
65  0.2218
66  0.2189
67  0.2281
68  0.2241
69  0.2247
70  0.2291
71  0.2303
72  0.2265
73  0.2342
74  0.2333
75  0.233
76  0.2324
77  0.2338
78  0.2406
79  0.2368
80  0.2368
81  0.243
82  0.2407
83  0.2462
84  0.2409
85  0.2427
86  0.2452
87  0.2483
88  0.2496
89  0.2489
90  0.2463
91  0.2494
92  0.2535
93  0.2503
94  0.2568
95  0.2503
96  0.2594
97  0.256
98  0.2542
99  0.2591
100  0.2622
