          1  0.046700
          2  0.065000
          3  0.075100
          4  0.083100
          5  0.090600
          6  0.097700
          7  0.102300
          8  0.111900
          9  0.117700
         10  0.115300
         11  0.122400
         12  0.132000
         13  0.133300
         14  0.132300
         15  0.143000
         16  0.133600
         17  0.142900
         18  0.149100
         19  0.152300
         20  0.156200
         21  0.157900
         22  0.162100
         23  0.161800
         24  0.164900
         25  0.173200
         26  0.171700
         27  0.172600
         28  0.174300
         29  0.178600
         30  0.184900
         31  0.181200
         32  0.185600
         33  0.185400
         34  0.191400
         35  0.192000
         36  0.197800
         37  0.197500
         38  0.195900
         39  0.198200
         40  0.197400
         41  0.198400
         42  0.202700
         43  0.203900
         44  0.206200
         45  0.205800
         46  0.217700
         47  0.209800
         48  0.211100
         49  0.214000
         50  0.216300
         51  0.219400
         52  0.222800
         53  0.219400
         54  0.229500
         55  0.222800
         56  0.224800
         57  0.226700
         58  0.231800
         59  0.233200
         60  0.231600
         61  0.234600
         62  0.240900
         63  0.233500
         64  0.239100
         65  0.242300
         66  0.237000
         67  0.246600
         68  0.240300
         69  0.241400
         70  0.246700
         71  0.248200
         72  0.245300
         73  0.252300
         74  0.249100
         75  0.249600
         76  0.250400
         77  0.254800
         78  0.260600
         79  0.259800
         80  0.254700
         81  0.262300
         82  0.257200
         83  0.265100
         84  0.257600
         85  0.260500
         86  0.263600
         87  0.267000
         88  0.270500
         89  0.269700
         90  0.264300
         91  0.270900
         92  0.269900
         93  0.270500
         94  0.274600
         95  0.271900
         96  0.277100
         97  0.275400
         98  0.273700
         99  0.277100
        100  0.285600
