1  0.041
2  0.0544
3  0.0638
4  0.0695
5  0.0727
6  0.0792
7  0.0815
8  0.0886
9  0.0905
10  0.0938
11  0.0959
12  0.1069
13  0.1031
14  0.1063
15  0.1149
16  0.1128
17  0.1166
18  0.1187
19  0.1194
20  0.1229
21  0.1259
22  0.1314
23  0.1261
24  0.1323
25  0.1351
26  0.1374
27  0.1416
28  0.1411
29  0.143
30  0.1429
31  0.1455
32  0.1483
33  0.1465
34  0.1519
35  0.1554
36  0.1548
37  0.1534
38  0.1584
39  0.1607
40  0.1596
41  0.1612
42  0.1659
43  0.1645
44  0.1659
45  0.1649
46  0.1718
47  0.1677
48  0.1745
49  0.1768
50  0.1737
51  0.1733
52  0.1833
53  0.1793
54  0.1846
55  0.1848
56  0.1835
57  0.1857
58  0.1881
59  0.1877
60  0.1891
61  0.1946
62  0.1896
63  0.194
64  0.1942
65  0.1888
66  0.1974
67  0.1901
68  0.2004
69  0.2001
70  0.2015
71  0.2032
72  0.2013
73  0.2069
74  0.1987
75  0.2058
76  0.204
77  0.2129
78  0.2141
79  0.2114
80  0.2124
81  0.2153
82  0.2104
83  0.2141
84  0.2108
85  0.2137
86  0.2148
87  0.215
88  0.2209
89  0.2194
90  0.2191
91  0.2215
92  0.2227
93  0.2241
94  0.2202
95  0.2279
96  0.2275
97  0.23
98  0.2279
99  0.2268
100  0.2334
