1  0.0418
2  0.0568
3  0.0646
4  0.0725
5  0.0773
6  0.0835
7  0.0861
8  0.0968
9  0.099
10  0.0999
11  0.1051
12  0.1123
13  0.115
14  0.1108
15  0.1205
16  0.1187
17  0.1249
18  0.1282
19  0.1321
20  0.1326
21  0.1355
22  0.1431
23  0.137
24  0.1367
25  0.1503
26  0.1492
27  0.1464
28  0.1516
29  0.1509
30  0.1522
31  0.1587
32  0.1638
33  0.1569
34  0.1634
35  0.1691
36  0.1684
37  0.1688
38  0.1689
39  0.1728
40  0.1723
41  0.1701
42  0.1788
43  0.1795
44  0.1795
45  0.1768
46  0.1849
47  0.1808
48  0.1889
49  0.1847
50  0.1879
51  0.1902
52  0.1908
53  0.1954
54  0.1999
55  0.1965
56  0.1987
57  0.2003
58  0.2035
59  0.2043
60  0.2025
61  0.2047
62  0.2082
63  0.2074
64  0.2082
65  0.2079
66  0.2058
67  0.2095
68  0.2143
69  0.212
70  0.2147
71  0.2201
72  0.217
73  0.2204
74  0.2178
75  0.2183
76  0.2215
77  0.2228
78  0.2278
79  0.2261
80  0.2235
81  0.2278
82  0.2284
83  0.2329
84  0.2279
85  0.2317
86  0.2296
87  0.2335
88  0.2368
89  0.2369
90  0.2374
91  0.2348
92  0.2414
93  0.2386
94  0.2421
95  0.2411
96  0.2461
97  0.2451
98  0.2405
99  0.2456
100  0.2459
